ts_code,name,area,fullname,enname,cnspell,market,list_date
430090.BJ,同辉信息,,同辉佳视(北京)信息技术股份有限公司,"Tonghuijiashi (Beijing) Information Technology Co.,Ltd.",thxx,北交所,20210809
430198.BJ,微创光电,,武汉微创光电股份有限公司,"Welltrans O&E Co., Ltd.",wcgd,北交所,20200727
430418.BJ,苏轴股份,,苏州轴承厂股份有限公司,"Suzhou  Bearing  Factory  Co.,Ltd.",szgf,北交所,20200727
430489.BJ,佳先股份,,安徽佳先功能助剂股份有限公司,"Anhui Jiaxian Functional Auxiliary Co., Ltd.",jxgf,北交所,20200727
430510.BJ,丰光精密,,青岛丰光精密机械股份有限公司,"Qingdao Fengguang Precision Machinery Co.,Ltd.",fgjm,北交所,20201228
600000.SH,浦发银行,上海,上海浦东发展银行股份有限公司,"Shanghai Pudong Development Bank Co.,Ltd.",pfyh,主板,19991110
600004.SH,白云机场,广东,广州白云国际机场股份有限公司,Guangzhou Baiyun International Airport Company Limited,byjc,主板,20030428
600006.SH,东风汽车,湖北,东风汽车股份有限公司,Dongfeng Automobile Co.Lt,dfqc,主板,19990727
600007.SH,中国国贸,北京,中国国际贸易中心股份有限公司,"China World Trade Center Co.,Ltd.",zggm,主板,19990312
600008.SH,首创环保,北京,北京首创生态环保集团股份有限公司,"Beijing Capital Eco-Environment Protection Groupco.,Ltd.",schb,主板,20000427
600009.SH,上海机场,上海,上海国际机场股份有限公司,"Shanghai International Airport Co.,Ltd.",shjc,主板,19980218
600010.SH,包钢股份,内蒙,内蒙古包钢钢联股份有限公司,"Inner Mongolia Baotou Steel Union Co.,Ltd",bggf,主板,20010309
600011.SH,华能国际,北京,华能国际电力股份有限公司,"Huaneng Power International,Inc.",hngj,主板,20011206
600012.SH,皖通高速,安徽,安徽皖通高速公路股份有限公司,Anhui Expressway Company Limited,wtgs,主板,20030107
600015.SH,华夏银行,北京,华夏银行股份有限公司,"Hua Xia Bank Co.,Limited",hxyh,主板,20030912
600016.SH,民生银行,北京,中国民生银行股份有限公司,"China Minsheng Banking Corp., Ltd.",msyh,主板,20001219
600017.SH,日照港,山东,日照港股份有限公司,"Rizhao Port Co.,Ltd.",rzg,主板,20061017
600018.SH,上港集团,上海,上海国际港务(集团)股份有限公司,"Shanghai International Port (Group) Co., Ltd.",sgjt,主板,20061026
600019.SH,宝钢股份,上海,宝山钢铁股份有限公司,"Baoshan Iron & Steel Co.,Ltd.",bggf,主板,20001212
600020.SH,中原高速,河南,河南中原高速公路股份有限公司,"Henan Zhongyuan Expressway Co.,Ltd.",zygs,主板,20030808
600021.SH,上海电力,上海,上海电力股份有限公司,"Shanghai Electric Power Co.,Ltd",shdl,主板,20031029
600022.SH,山东钢铁,山东,山东钢铁股份有限公司,Shandong Iron and Steel Company Ltd,sdgt,主板,20040629
600023.SH,浙能电力,浙江,浙江浙能电力股份有限公司,"Zhejiang Zheneng Electric Power CO.,LTD",zndl,主板,20131219
600025.SH,华能水电,云南,华能澜沧江水电股份有限公司,Huaneng Lancang River Hydropower Inc.,hnsd,主板,20171215
600026.SH,中远海能,上海,中远海运能源运输股份有限公司,"Cosco Shipping Energy Transportation Co., Ltd.",zyhn,主板,20020523
600027.SH,华电国际,山东,华电国际电力股份有限公司,Huadian Power International Corporation Limited,hdgj,主板,20050203
600028.SH,中国石化,北京,中国石油化工股份有限公司,China Petroleum & Chemical Corporation,zgsh,主板,20010808
600029.SH,南方航空,广东,中国南方航空股份有限公司,China Southern Airlines Company Limited,nfhk,主板,20030725
600030.SH,中信证券,深圳,中信证券股份有限公司,CITIC Securities Company Limited,zxzq,主板,20030106
600031.SH,三一重工,北京,三一重工股份有限公司,"Sany Heavy Industry Co.,Ltd.",syzg,主板,20030703
600032.SH,浙江新能,浙江,浙江省新能源投资集团股份有限公司,"Zhejiang Provincial New Energy Investment Group Co., Ltd.",zjxn,主板,20210525
600033.SH,福建高速,福建,福建发展高速公路股份有限公司,"Fujian Expressway Development Co.,Ltd",fjgs,主板,20010209
600035.SH,楚天高速,湖北,湖北楚天智能交通股份有限公司,"Hubei Chutian Smart Communication Co.,Ltd.",ctgs,主板,20040310
600036.SH,招商银行,深圳,招商银行股份有限公司,"China Merchants Bank Co., Ltd.",zsyh,主板,20020409
600037.SH,歌华有线,北京,北京歌华有线电视网络股份有限公司,"Beijing Gehua Catv Network Co.,Ltd.",ghyx,主板,20010208
600038.SH,中直股份,黑龙江,中航直升机股份有限公司,Avicopter Plc.,zzgf,主板,20001218
600039.SH,四川路桥,四川,四川路桥建设集团股份有限公司,"Sichuan Road&Bridge Co.,Ltd",sclq,主板,20030325
600048.SH,保利发展,广东,保利发展控股集团股份有限公司,"Poly Developments and Holdings Group Co., Ltd.",blfz,主板,20060731
600050.SH,中国联通,北京,中国联合网络通信股份有限公司,China United Network Communications Limited,zglt,主板,20021009
600051.SH,宁波联合,浙江,宁波联合集团股份有限公司,"Ningbo United Group Co.,Ltd.",nblh,主板,19970410
600052.SH,东望时代,浙江,浙江东望时代科技股份有限公司,"Zhejiang Dongwang Times Technology Co., Ltd.",dwsd,主板,19970415
600053.SH,九鼎投资,江西,昆吾九鼎投资控股股份有限公司,"Kunwu Jiuding Investment Holdings Co., Ltd",jdtz,主板,19970418
600054.SH,黄山旅游,安徽,黄山旅游发展股份有限公司,"Huangshan Tourism Development Co.,Ltd.",hsly,主板,19970506
600055.SH,万东医疗,北京,北京万东医疗科技股份有限公司,"Beijing Wandong Medical Technology Co., Ltd.",wdyl,主板,19970519
600056.SH,中国医药,北京,中国医药健康产业股份有限公司,"China Meheco Group Co., Ltd.",zgyy,主板,19970515
600057.SH,厦门象屿,福建,厦门象屿股份有限公司,"Xiamen Xiangyu Co., Ltd.",xmxy,主板,19970604
600058.SH,五矿发展,北京,五矿发展股份有限公司,"Minmetals Development Co.,Ltd",wkfz,主板,19970528
600059.SH,古越龙山,浙江,浙江古越龙山绍兴酒股份有限公司,"Zhejiang Guyuelongshan Shaoxing Wine Co.,Ltd",gyls,主板,19970516
600060.SH,海信视像,山东,海信视像科技股份有限公司,"Hisense Visual Technology Co.,Ltd.",hxsx,主板,19970422
600061.SH,国投资本,上海,国投资本股份有限公司,"SDIC Capital Co., Ltd",gtzb,主板,19970519
600062.SH,华润双鹤,北京,华润双鹤药业股份有限公司,"China Resources Double-Crane Pharmaceutical Co.,Ltd.",hrsh,主板,19970522
600063.SH,皖维高新,安徽,安徽皖维高新材料股份有限公司,"Anhui Wanwei Updated High-Tech Material Industry Co.,Ltd",wwgx,主板,19970528
600064.SH,南京高科,江苏,南京高科股份有限公司,Nanjing Gaoke Company Limited,njgk,主板,19970506
600066.SH,宇通客车,河南,宇通客车股份有限公司,"Yutong Bus Co.,Ltd.",ytkc,主板,19970508
600067.SH,冠城大通,福建,冠城大通股份有限公司,"Citychamp Dartong Co.,Ltd.",gcdt,主板,19970508
600070.SH,浙江富润,浙江,浙江富润数字科技股份有限公司,"Zhejiang Furun Digital Technology Co.,Ltd",zjfr,主板,19970604
600071.SH,凤凰光学,江西,凤凰光学股份有限公司,Phenix Optics Company Limited,fhgx,主板,19970528
600072.SH,中船科技,上海,中船科技股份有限公司,"CSSC Science & Technology Co., Ltd",zckj,主板,19970603
600073.SH,上海梅林,上海,上海梅林正广和股份有限公司,"Shanghai Maling Aquarius Co.,Ltd",shml,主板,19970704
600075.SH,新疆天业,新疆,新疆天业股份有限公司,"Xinjiang Tianye Co.,Ltd.",xjty,主板,19970617
600076.SH,康欣新材,山东,康欣新材料股份有限公司,"Kangxin New Materials Co.,Ltd",kxxc,主板,19970526
600077.SH,宋都股份,浙江,宋都基业投资股份有限公司,"Sundy Land Investment Co., Ltd",sdgf,主板,19970520
600078.SH,*ST澄星,江苏,江苏澄星磷化工股份有限公司,"Jiangsu Chengxing Phosph-Chemical Co.,Ltd",stcx,主板,19970627
600079.SH,人福医药,湖北,人福医药集团股份公司,"Humanwell Healthcare (Group) Co.,Ltd.",rfyy,主板,19970606
600080.SH,金花股份,陕西,金花企业(集团)股份有限公司,Ginwa Enterprise(Group)Inc.,jhgf,主板,19970612
600081.SH,东风科技,上海,东风电子科技股份有限公司,"Dongfeng Electronic Technology Co.,Ltd.",dfkj,主板,19970703
600082.SH,海泰发展,天津,天津海泰科技发展股份有限公司,"Tianjin Hi-Tech Development Co.,Ltd.",htfz,主板,19970620
600083.SH,*ST博信,江苏,江苏博信投资控股股份有限公司,"Jiangsu Boxin Investing & Holdings Co.,Ltd.",stbx,主板,19970606
600084.SH,*ST中葡,新疆,中信国安葡萄酒业股份有限公司,"CITIC Guoan Wine Co.,Ltd",stzp,主板,19970711
600085.SH,同仁堂,北京,北京同仁堂股份有限公司,"Beijing Tongrentang Co.,Ltd",trt,主板,19970625
600088.SH,中视传媒,上海,中视传媒股份有限公司,"China Television Media,Ltd.",zscm,主板,19970616
600089.SH,特变电工,新疆,特变电工股份有限公司,"TBEA Co.,Ltd.",tbdg,主板,19970618
600090.SH,*ST济堂,新疆,新疆同济堂健康产业股份有限公司,"Xin Jiang Ready Health Industry Co.,Ltd.",stjt,主板,19970616
600091.SH,*ST明科,内蒙,包头明天科技股份有限公司,"Baotou Tomorrow Technology Co.,Ltd",stmk,主板,19970704
600093.SH,*ST易见,云南,易见供应链管理股份有限公司,"Easy Visible Supply Chain Management Co.,Ltd.",styj,主板,19970626
600094.SH,大名城,上海,上海大名城企业股份有限公司,Greattown Holdings Ltd.,dmc,主板,19970703
600095.SH,湘财股份,黑龙江,湘财股份有限公司,"Xiangcai Co.,Ltd",xcgf,主板,19970708
600096.SH,云天化,云南,云南云天化股份有限公司,"Yunnan Yuntianhua Co.,Ltd",yth,主板,19970709
600097.SH,开创国际,上海,上海开创国际海洋资源股份有限公司,"Shanghai Kaichuang Marine International Co.,Ltd.",kcgj,主板,19970619
600098.SH,广州发展,广东,广州发展集团股份有限公司,Guangzhou Development Group Incorporated,gzfz,主板,19970718
600099.SH,林海股份,江苏,林海股份有限公司,"Linhai Co.,Ltd.",lhgf,主板,19970704
600100.SH,同方股份,北京,同方股份有限公司,"Tsinghua Tongfang Co.,Ltd.",tfgf,主板,19970627
600101.SH,明星电力,四川,四川明星电力股份有限公司,"Sichuan Mingxing Electric Power Co.,Ltd.",mxdl,主板,19970627
600103.SH,青山纸业,福建,福建省青山纸业股份有限公司,"Fujian Qingshan Paper Industry Co.,Ltd.",qszy,主板,19970703
600104.SH,上汽集团,上海,上海汽车集团股份有限公司,SAIC Motor Corporation Limited,sqjt,主板,19971125
600105.SH,永鼎股份,江苏,江苏永鼎股份有限公司,Jiangsu Etern Company Limited,ydgf,主板,19970929
600106.SH,重庆路桥,重庆,重庆路桥股份有限公司,"Chongqing Road&Bridge Co.,Ltd",cqlq,主板,19970618
600107.SH,美尔雅,湖北,湖北美尔雅股份有限公司,"Hubei Mailyard Share Co.,Ltd",mey,主板,19971106
600108.SH,亚盛集团,甘肃,甘肃亚盛实业(集团)股份有限公司,"Gansu Yasheng Industrial (Group) Co.,Ltd",ysjt,主板,19970818
600109.SH,国金证券,四川,国金证券股份有限公司,"Sinolink Securities Co., Ltd.",gjzq,主板,19970807
600110.SH,诺德股份,吉林,诺德投资股份有限公司,"Nuode Investment Co.,Ltd",ndgf,主板,19971007
600111.SH,北方稀土,内蒙,中国北方稀土(集团)高科技股份有限公司,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",bfxt,主板,19970924
600112.SH,*ST天成,贵州,贵州长征天成控股股份有限公司,"Guizhou Changzheng Tiancheng Holding Co.,Ltd.",sttc,主板,19971127
600113.SH,浙江东日,浙江,浙江东日股份有限公司,Zhejiang Dong Ri Limited Company,zjdr,主板,19971021
600114.SH,东睦股份,浙江,东睦新材料集团股份有限公司,"NBTM New Materials Group Co., Ltd.",dmgf,主板,20040511
600115.SH,中国东航,上海,中国东方航空股份有限公司,China Eastern Airlines Corporation Limited,zgdh,主板,19971105
600116.SH,三峡水利,重庆,重庆三峡水利电力(集团)股份有限公司,"Chongqing Three Gorges Water Conservancy and Electric Power Co.,Ltd.",sxsl,主板,19970804
600117.SH,西宁特钢,青海,西宁特殊钢股份有限公司,"Xining Special Steel Co.,Ltd",xntg,主板,19971015
600118.SH,中国卫星,北京,中国东方红卫星股份有限公司,"China Spacesat Co.,Ltd.",zgwx,主板,19970908
600119.SH,长江投资,上海,长发集团长江投资实业股份有限公司,"Y.U.D.Yangtze River Investment Industry Co.,Ltd.",cjtz,主板,19980115
600120.SH,浙江东方,浙江,浙江东方金融控股集团股份有限公司,"Zhejiang Orient Financial Holdings Group Co.,Ltd.",zjdf,主板,19971201
600121.SH,郑州煤电,河南,郑州煤电股份有限公司,"Zhengzhou Coal Industry & Electric Power Co.,Ltd.",zzmd,主板,19980107
600122.SH,ST宏图,江苏,江苏宏图高科技股份有限公司,"Jiangsu Hongtu High Technology Co.,Ltd.",stht,主板,19980420
600123.SH,兰花科创,山西,山西兰花科技创业股份有限公司,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd",lhkc,主板,19981217
600125.SH,铁龙物流,辽宁,中铁铁龙集装箱物流股份有限公司,"China Railway Tielong Container Logistics Co.,Ltd",tlwl,主板,19980511
600126.SH,杭钢股份,浙江,杭州钢铁股份有限公司,"Hang Zhou Iron & Steel Co.,Ltd.",hggf,主板,19980311
600127.SH,金健米业,湖南,金健米业股份有限公司,"Jinjian Cereals Industry Co.,Ltd.",jjmy,主板,19980506
600128.SH,弘业股份,江苏,江苏弘业股份有限公司,Jiangsu Holly Corporation,hygf,主板,19970901
600129.SH,太极集团,重庆,重庆太极实业(集团)股份有限公司,"Chongqing Taiji Industry (Group) Co.,Ltd.",tjjt,主板,19971118
600130.SH,波导股份,浙江,宁波波导股份有限公司,"Ningbo Bird Co.,Ltd.",bdgf,主板,20000706
600131.SH,国网信通,四川,国网信息通信股份有限公司,"State Grid Information&Telecommunication Co.,Ltd.",gwxt,主板,19980402
600132.SH,重庆啤酒,重庆,重庆啤酒股份有限公司,"Chongqing Brewery Co.,Ltd.",cqpj,主板,19971030
600133.SH,东湖高新,湖北,武汉东湖高新集团股份有限公司,"Wuhan East Lake High Technology Group Co.,Ltd.",dhgx,主板,19980212
600135.SH,乐凯胶片,河北,乐凯胶片股份有限公司,Lucky Film Company Limited,lkjp,主板,19980122
600136.SH,当代文体,湖北,武汉当代明诚文化体育集团股份有限公司,"Wuhan Ddmc Culture & Sports Co.,Ltd.",ddwt,主板,19980303
600137.SH,浪莎股份,四川,四川浪莎控股股份有限公司,Sichuan Langsha Holding Ltd.,lsgf,主板,19980416
600138.SH,中青旅,北京,中青旅控股股份有限公司,"China CYTS Tours Holding Co.,Ltd.",zql,主板,19971203
600139.SH,ST西源,四川,四川西部资源控股股份有限公司,"Sichuan Western Resources Holding Co., Ltd",stxy,主板,19980225
600141.SH,兴发集团,湖北,湖北兴发化工集团股份有限公司,"Hubei Xingfa Chemicals Group Co.,Ltd",xfjt,主板,19990616
600143.SH,金发科技,广东,金发科技股份有限公司,"Kingfa Sci.&Tech. Co.,Ltd.",jfkj,主板,20040623
600145.SH,*ST新亿,新疆,新疆亿路万源实业控股股份有限公司,"Xinjiang Yilu Wanyuan Industrial Investment Holding Co., Ltd.",stxy,主板,19990923
600146.SH,*ST环球,宁夏,商赢环球股份有限公司,"Shangying Global Co., Ltd",sthq,主板,19990707
600148.SH,长春一东,吉林,长春一东离合器股份有限公司,"Changchun Yidong Clutch Co.,Ltd",ccyd,主板,19980520
600149.SH,廊坊发展,河北,廊坊发展股份有限公司,"Langfang Development Co.,Ltd.",lffz,主板,19991014
600150.SH,中国船舶,上海,中国船舶工业股份有限公司,China CSSC Holdings Limited,zgcb,主板,19980520
600151.SH,航天机电,上海,上海航天汽车机电股份有限公司,"Shanghai Aerospace Automobile Electromechanical Co.,Ltd.",htjd,主板,19980605
600152.SH,维科技术,浙江,维科技术股份有限公司,"Veken Technology.,Ltd.",wkjs,主板,19980609
600153.SH,建发股份,福建,厦门建发股份有限公司,Xiamen C&D Inc.,jfgf,主板,19980616
600155.SH,华创阳安,北京,华创阳安股份有限公司,"Polaris Bay Group Co.,Ltd.",hcya,主板,19980918
600156.SH,华升股份,湖南,湖南华升股份有限公司,"Hunan Huasheng Co.,Ltd",hsgf,主板,19980527
600157.SH,永泰能源,山西,永泰能源股份有限公司,"Wintime Energy Co.,Ltd.",ytny,主板,19980513
600158.SH,中体产业,天津,中体产业集团股份有限公司,"China Sports Industry Group Co.,Ltd",ztcy,主板,19980327
600159.SH,大龙地产,北京,北京市大龙伟业房地产开发股份有限公司,"Beijing Dalong Weiye Real Estate Development Co.,Ltd",dldc,主板,19980526
600160.SH,巨化股份,浙江,浙江巨化股份有限公司,"Zhejiang Juhua Co.,Ltd",jhgf,主板,19980626
600161.SH,天坛生物,北京,北京天坛生物制品股份有限公司,Beijing Tiantan Biological Products Corporation Limited,ttsw,主板,19980616
600162.SH,香江控股,深圳,深圳香江控股股份有限公司,"Shenzhen Heungkong Holding Co.,Ltd",xjkg,主板,19980609
600163.SH,中闽能源,福建,中闽能源股份有限公司,"Zhongmin Energy Co., Ltd.",zmny,主板,19980602
600165.SH,新日恒力,宁夏,宁夏新日恒力钢丝绳股份有限公司,"Ningxia Xinri Hengli Steel Wire Rope Co., Ltd",xrhl,主板,19980529
600166.SH,福田汽车,北京,北汽福田汽车股份有限公司,"Beiqi Foton Motor Co.,Ltd.",ftqc,主板,19980602
600167.SH,联美控股,辽宁,联美量子股份有限公司,"Luenmei Quantum Co.,Ltd",lmkg,主板,19990128
600168.SH,武汉控股,湖北,武汉三镇实业控股股份有限公司,"Wuhan Sanzhen Industry Holding Co.,Ltd",whkg,主板,19980427
600169.SH,太原重工,山西,太原重工股份有限公司,"Taiyuan Heavy Industry Co.,Ltd.",tyzg,主板,19980904
600170.SH,上海建工,上海,上海建工集团股份有限公司,"Shanghai Construction Group Co., Ltd.",shjg,主板,19980623
600171.SH,上海贝岭,上海,上海贝岭股份有限公司,"Shanghai Belling Corp.,Ltd",shbl,主板,19980924
600172.SH,黄河旋风,河南,河南黄河旋风股份有限公司,"Henan Huanghe Whirlwind Co., Ltd",hhxf,主板,19981126
600173.SH,卧龙地产,浙江,卧龙地产集团股份有限公司,"Wolong Real Estate Group Co.,Ltd.",wldc,主板,19990415
600176.SH,中国巨石,浙江,中国巨石股份有限公司,"China Jushi Co.,Ltd",zgjs,主板,19990422
600177.SH,雅戈尔,浙江,雅戈尔集团股份有限公司,"Youngor Group Co.,Ltd.",yge,主板,19981119
600178.SH,东安动力,黑龙江,哈尔滨东安汽车动力股份有限公司,"Harbin Dongan Auto Engine Co.,Ltd",dadl,主板,19981014
600179.SH,安通控股,黑龙江,安通控股股份有限公司,"Antong Holdings Co., Ltd.",atkg,主板,19981104
600180.SH,瑞茂通,山东,瑞茂通供应链管理股份有限公司,"CCS Supply Chain Management Co., Ltd.",rmt,主板,19980703
600182.SH,SST佳通,黑龙江,佳通轮胎股份有限公司,Giti Tire Corporation,sstjt,主板,19990507
600183.SH,生益科技,广东,广东生益科技股份有限公司,"Shengyi Technology Co.,Ltd.",sykj,主板,19981028
600184.SH,光电股份,湖北,北方光电股份有限公司,"North Electro-Optic Co.,Ltd.",gdgf,主板,20031106
600185.SH,格力地产,广东,格力地产股份有限公司,"Gree Real Estate Co.,Ltd",gldc,主板,19990611
600186.SH,莲花健康,河南,莲花健康产业集团股份有限公司,Lotus Health Group Company,lhjk,主板,19980825
600187.SH,国中水务,黑龙江,黑龙江国中水务股份有限公司,"Heilongjiang Interchina Water Treatment Co.,Ltd",gzsw,主板,19981111
600188.SH,兖矿能源,山东,兖矿能源集团股份有限公司,Yankuang Energy Group Company Limited,ykny,主板,19980701
600189.SH,泉阳泉,吉林,吉林泉阳泉股份有限公司,"Jilin Quanyangquan Co.,Ltd",qyq,主板,19981007
600190.SH,锦州港,辽宁,锦州港股份有限公司,"Jinzhou Port Co., Ltd.",jzg,主板,19990609
600191.SH,*ST华资,内蒙,包头华资实业股份有限公司,"Baotou Huazi Industry Co.,Ltd",sthz,主板,19981210
600192.SH,长城电工,甘肃,兰州长城电工股份有限公司,Lanzhou Greatwall Electrical Co.Ltd,ccdg,主板,19981224
600193.SH,创兴资源,上海,上海创兴资源开发股份有限公司,"Shanghai Prosolar Resources Development Co.,Ltd",cxzy,主板,19990527
600195.SH,中牧股份,北京,中牧实业股份有限公司,"China Animal Husbandry Industry Co.,Ltd.",zmgf,主板,19990107
600196.SH,复星医药,上海,上海复星医药(集团)股份有限公司,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",fxyy,主板,19980807
600197.SH,伊力特,新疆,新疆伊力特实业股份有限公司,"Xinjiang Yilite Industry Co.,Ltd",ylt,主板,19990916
600198.SH,*ST大唐,北京,大唐电信科技股份有限公司,"Datang Telecom Technology Co., Ltd",stdt,主板,19981021
600199.SH,金种子酒,安徽,安徽金种子酒业股份有限公司,"Anhui Golden Seed Winery Co.,Ltd.",jzzj,主板,19980812
600200.SH,江苏吴中,江苏,江苏吴中医药发展股份有限公司,"Jiangsu Wuzhong Pharmaceutical Development Co., Ltd.",jswz,主板,19990401
600201.SH,生物股份,内蒙,金宇生物技术股份有限公司,"Jinyu Bio-Technology Co.,Ltd.",swgf,主板,19990115
600202.SH,哈空调,黑龙江,哈尔滨空调股份有限公司,"Harbin Air Conditioning Co.,Ltd.",hkt,主板,19990603
600203.SH,福日电子,福建,福建福日电子股份有限公司,"Fujian Furi Electronics Co., Ltd",frdz,主板,19990514
600206.SH,有研新材,北京,有研新材料股份有限公司,"Grinm Advanced Materials Co.,Ltd.",yyxc,主板,19990319
600207.SH,安彩高科,河南,河南安彩高科股份有限公司,"Henan Ancai Hi-Tech Co.,Ltd",acgk,主板,19990714
600208.SH,新湖中宝,浙江,新湖中宝股份有限公司,"Xinhu Zhongbao Co.,Ltd.",xhzb,主板,19990623
600209.SH,*ST罗顿,海南,罗顿发展股份有限公司,"Lawton Development Co.,Ltd",stld,主板,19990325
600210.SH,紫江企业,上海,上海紫江企业集团股份有限公司,"Shanghai Zijiang Enterprise Group Co.,Ltd",zjqy,主板,19990824
600211.SH,西藏药业,西藏,西藏诺迪康药业股份有限公司,Tibet Rhodiola Pharmaceutical Holding Co.,xzyy,主板,19990721
600212.SH,江泉实业,山东,山东江泉实业股份有限公司,"Shandong Jiangquan Industry Co.,Ltd",jqsy,主板,19990817
600213.SH,亚星客车,江苏,扬州亚星客车股份有限公司,"Yangzhou Yaxing Motor Coach Co., Ltd.",yxkc,主板,19990831
600215.SH,派斯林,吉林,派斯林数字科技股份有限公司,"Paslin Digital Technology Co., Ltd.",psl,主板,19990909
600216.SH,浙江医药,浙江,浙江医药股份有限公司,"Zhejiang Medicine Co.,Ltd.",zjyy,主板,19991021
600217.SH,中再资环,陕西,中再资源环境股份有限公司,"China Resources and Environment Co.,ltd.",zzzh,主板,19991216
600218.SH,全柴动力,安徽,安徽全柴动力股份有限公司,"Anhui Quanchai Engine Co.,Ltd",qcdl,主板,19981203
600219.SH,南山铝业,山东,山东南山铝业股份有限公司,"Shandong Nanshan Aluminium Co., Ltd.",nsly,主板,19991223
600220.SH,江苏阳光,江苏,江苏阳光股份有限公司,"Jiangsu Sunshine Co.,Ltd.",jsyg,主板,19990927
600221.SH,*ST海航,海南,海南航空控股股份有限公司,"Hainan Airlines Holding Co., Ltd.",sthh,主板,19991125
600222.SH,太龙药业,河南,河南太龙药业股份有限公司,"Henan Taloph Pharmaceutical Stock Co.,Ltd",tlyy,主板,19991105
600223.SH,鲁商发展,山东,鲁商健康产业发展股份有限公司,"Lushang Health Industry Development Co.,Ltd.",lsfz,主板,20000113
600225.SH,*ST松江,天津,天津松江股份有限公司,"Tianjin Songjiang Co.,Ltd.",stsj,主板,20000127
600226.SH,ST瀚叶,浙江,浙江瀚叶股份有限公司,"Zhejiang Hugeleaf Co.,Ltd.",sthy,主板,19991116
600227.SH,圣济堂,贵州,贵州圣济堂医药产业股份有限公司,"Guizhou Salvage Pharmaceutical Co.,Ltd.",sjt,主板,20000221
600228.SH,返利科技,江西,返利网数字科技股份有限公司,"Fanli Digital Technology Co., Ltd",flkj,主板,19990119
600229.SH,城市传媒,山东,青岛城市传媒股份有限公司,"Qingdao Citymedia Co,. Ltd.",cscm,主板,20000309
600230.SH,沧州大化,河北,沧州大化股份有限公司,"Cangzhou Dahua Co.,Ltd",czdh,主板,20000406
600231.SH,凌钢股份,辽宁,凌源钢铁股份有限公司,"Lingyuan Iron & Steel Co.,Ltd.",lggf,主板,20000511
600232.SH,金鹰股份,浙江,浙江金鹰股份有限公司,"Zhejiang Golden Eagle Co.,Ltd.",jygf,主板,20000602
600233.SH,圆通速递,辽宁,圆通速递股份有限公司,"YTO Express Group Co.,Ltd.",ytsd,主板,20000608
600234.SH,科新发展,山西,山西科新发展股份有限公司,"Kexin Development Co.,Ltd,Shanxi",kxfz,主板,20000615
600235.SH,民丰特纸,浙江,民丰特种纸股份有限公司,"Minfeng Special Paper Co.,Ltd.",mftz,主板,20000615
600236.SH,桂冠电力,广西,广西桂冠电力股份有限公司,"Guangxi Guiguan Electric Power Co.,Ltd.",ggdl,主板,20000323
600237.SH,铜峰电子,安徽,安徽铜峰电子股份有限公司,Anhui Tongfeng Electronics Company Limited,tfdz,主板,20000609
600238.SH,海南椰岛,海南,海南椰岛(集团)股份有限公司,"Hainan Yedao (Group)Co.,Ltd",hnyd,主板,20000120
600239.SH,*ST云城,云南,云南城投置业股份有限公司,"Yunnan Metropolitan Real Estate Development Co.,Ltd.",styc,主板,19991202
600241.SH,ST时万,辽宁,辽宁时代万恒股份有限公司,"Liaoning Shidai Wanheng Co.,Ltd.",stsw,主板,20001128
600242.SH,ST中昌,广东,中昌大数据股份有限公司,Zhongchang Big Data Corporation Limited,stzc,主板,20001207
600243.SH,青海华鼎,青海,青海华鼎实业股份有限公司,"Qinghaihuading Industrial Co.,Ltd.",qhhd,主板,20001120
600246.SH,万通发展,北京,北京万通新发展集团股份有限公司,"Vantone Neo Development Group Co., Ltd",wtfz,主板,20000922
600248.SH,陕西建工,陕西,陕西建工集团股份有限公司,Shaanxi Construction Engineering Group Corporation Limited,sxjg,主板,20000622
600249.SH,两面针,广西,柳州两面针股份有限公司,"Liuzhou Liangmianzhen Co.,Ltd.",lmz,主板,20040130
600250.SH,南纺股份,江苏,南京纺织品进出口股份有限公司,"Nanjing Textiles Import & Export Corp.,Ltd.",nfgf,主板,20010306
600251.SH,冠农股份,新疆,新疆冠农果茸股份有限公司,"Xinjiang Guannong Fruit & Antler Co.,Ltd.",gngf,主板,20030609
600252.SH,中恒集团,广西,广西梧州中恒集团股份有限公司,"Guangxi Wuzhou Zhongheng Group Co.,Ltd",zhjt,主板,20001130
600255.SH,鑫科材料,安徽,安徽鑫科新材料股份有限公司,"Anhui Xinke New Materials Co.,Ltd.",xkcl,主板,20001122
600256.SH,广汇能源,新疆,广汇能源股份有限公司,"Guanghui Energy Co.,Ltd.",ghny,主板,20000526
600257.SH,大湖股份,湖南,大湖水殖股份有限公司,"Dahu Aquaculture Co.,Ltd.",dhgf,主板,20000612
600258.SH,首旅酒店,北京,北京首旅酒店(集团)股份有限公司,"BTG Hotels (Group) Co., Ltd.",sljd,主板,20000601
600259.SH,广晟有色,海南,广晟有色金属股份有限公司,"Rising Nonferrous Metals Share Co.,Ltd.",gsys,主板,20000525
600260.SH,ST凯乐,湖北,湖北凯乐科技股份有限公司,"Kaile Science and Technology Co.,Ltd.Hubei",stkl,主板,20000706
600261.SH,阳光照明,浙江,浙江阳光照明电器集团股份有限公司,"Zhejiang Yankon Group Co.,Ltd",ygzm,主板,20000720
